800,1075
975,1250
1150,1425
1325,1600
1500,1775
1675,1950
1850,2125
2025,2300
2200,2475
2375,2650
2550,2825
2725,3000
2900,3175
3075,3350
3250,3525
3425,3700
3600,3875
3775,4050
3950,4225
4125,4400
4300,4575
4475,4750
4650,4925
4825,5100
5000,5275
5175,5450
5350,5625
5525,5800
5700,5975
5875,6150
6050,6325
6225,6500
6400,6675
6575,6850
6750,7025
6925,7200
7100,7375
7275,7550
7450,7725
7625,7900
7800,8075
7975,8250
8150,8425
8325,8600
8500,8775
8675,8950
8850,9125
9025,9300
9200,9475
